Policy_ID,Policyholder_Name,Age,Gender,Policy_Start_Date,Policy_End_Date,Country,Vehicle_Make,Vehicle_Model,Vehicle_Year,Autonomy_Level,VIN,Coverage_Type,Annual_Premium,Deductible,Claim_History,Last_Claim_Date,Claim_Amount,Safety_Score,Num_Accidents,IoT_Monitoring,Past_Fraud_Record,Policy_Status,ML_Risk_Score,Dynamic_Risk_Score,Risk_Category
10359,Timothy Shaw,41,1,0,0,1,0,1,2023,0,1HGCM82633A292717,0,1179,671,2,0,4279,72,4,1,1,0,72,102,VERY HIGH
10360,Clinton Anthony,58,1,0,0,0,4,14,2019,0,1HGCM82633A801192,1,1224,516,2,0,4340,69,0,0,1,0,69,89,VERY HIGH
10361,Maria Diaz,32,1,0,0,0,2,12,2023,1,1HGCM82633A672598,2,1386,675,2,0,1932,61,0,1,0,0,61,61,HIGH A
10362,Pamela Hudson,39,0,0,0,0,5,0,2021,1,1HGCM82633A412613,1,859,690,0,0,0,87,1,0,1,0,87,107,VERY HIGH
10363,Bianca Middleton,62,1,0,0,0,1,13,2021,1,1HGCM82633A452758,1,1174,327,0,0,0,86,2,0,1,0,86,106,VERY HIGH
10364,Brandon Smith,25,1,0,0,1,0,1,2020,0,1HGCM82633A563569,1,1155,573,0,0,0,70,1,1,0,0,70,70,HIGH B
10365,Austin Franklin,43,0,0,0,0,5,0,2020,1,1HGCM82633A360552,2,1378,403,3,0,4139,66,3,1,1,0,66,96,VERY HIGH
10366,Terri Smith,63,0,0,0,1,5,0,2022,2,1HGCM82633A228957,2,909,461,3,0,3458,83,1,1,1,0,83,103,VERY HIGH
10367,James Hester,49,0,0,0,1,5,0,2020,0,1HGCM82633A406071,1,1012,393,1,0,398,81,3,1,0,0,81,91,VERY HIGH
10368,Elizabeth Evans,63,1,0,0,1,4,5,2021,1,1HGCM82633A770952,1,1147,453,2,0,2639,87,5,1,1,0,87,117,VERY HIGH
10369,Elizabeth White,68,1,0,0,1,4,14,2023,2,1HGCM82633A216878,1,1124,362,0,0,0,69,5,0,1,0,69,99,VERY HIGH
10370,Brenda Fisher,67,1,0,0,0,5,0,2021,2,1HGCM82633A285921,0,896,657,3,0,4510,100,4,1,0,0,100,110,VERY HIGH
10371,Dale Fritz,54,0,0,0,0,4,5,2020,0,1HGCM82633A306545,2,1412,401,2,0,3043,60,2,0,0,0,60,60,HIGH A
10372,Terry Brady,46,1,0,0,1,4,14,2019,2,1HGCM82633A476370,2,1243,581,1,0,3732,90,4,0,0,0,90,100,VERY HIGH
10373,Monica Ritter,48,1,0,0,0,2,11,2019,0,1HGCM82633A395422,2,859,645,0,0,0,84,0,0,0,0,84,84,VERY HIGH
10374,Diana Lamb,55,0,0,0,1,3,2,2019,2,1HGCM82633A562449,0,970,604,1,0,3785,71,3,1,0,0,71,81,VERY HIGH
10375,Alyssa Farley,57,1,0,0,1,2,11,2021,2,1HGCM82633A266119,1,1146,614,0,0,0,70,4,1,1,0,70,100,VERY HIGH
10376,Austin Nguyen,56,0,0,0,1,2,12,2019,0,1HGCM82633A891229,2,1135,495,3,0,1928,98,4,1,0,0,98,108,VERY HIGH
10377,Shelly Kim,61,0,0,0,0,5,0,2021,2,1HGCM82633A380710,2,986,523,0,0,0,76,3,1,0,0,76,86,VERY HIGH
10378,Linda Jackson,64,0,0,0,1,4,4,2022,2,1HGCM82633A384991,1,906,435,3,0,2927,83,3,0,1,0,83,113,VERY HIGH
10379,Joshua Gibbs,67,0,0,0,0,4,14,2021,0,1HGCM82633A548394,0,1124,306,3,0,3428,73,4,0,0,0,73,83,VERY HIGH
10380,Heather Murphy,66,0,0,0,1,3,7,2020,2,1HGCM82633A514925,1,876,409,2,0,701,73,1,1,1,0,73,93,VERY HIGH
10381,Sara Harper,65,0,0,0,1,4,5,2023,1,1HGCM82633A063697,0,934,548,0,0,0,60,2,0,1,0,60,80,VERY HIGH
10382,Aaron Vaughn,37,1,0,0,1,0,1,2020,1,1HGCM82633A810012,1,1102,479,3,0,3946,86,1,0,0,0,86,86,VERY HIGH
10383,Christopher Robinson,41,0,0,0,1,2,12,2021,1,1HGCM82633A100664,1,1440,325,2,0,4050,83,5,0,0,0,83,93,VERY HIGH
10384,Allison Flores,30,0,0,0,1,1,3,2021,2,1HGCM82633A838593,2,1266,357,2,0,3661,86,4,1,1,0,86,116,VERY HIGH
10385,Johnathan Mccann,59,0,0,0,0,0,1,2023,1,1HGCM82633A357293,2,1427,517,1,0,482,79,4,1,0,0,79,89,VERY HIGH
10386,Bryan Todd,68,1,0,0,1,3,2,2019,1,1HGCM82633A422964,1,1147,326,3,0,1223,92,4,1,1,0,92,122,VERY HIGH
10387,Rebecca Rodriguez,41,0,0,0,1,1,13,2021,0,1HGCM82633A726366,0,1005,551,1,0,1997,77,2,1,1,0,77,97,VERY HIGH
10388,Jessica Dean,34,1,0,0,1,4,5,2023,2,1HGCM82633A098338,0,1190,383,3,0,2469,99,0,1,1,0,99,119,VERY HIGH
10389,Mr. Blake Rodriguez,38,1,0,0,0,0,1,2022,1,1HGCM82633A405129,1,1304,492,2,0,1822,95,2,1,1,0,95,115,VERY HIGH
10390,Lisa White MD,50,0,0,0,0,1,13,2023,1,1HGCM82633A520837,2,1400,496,2,0,2184,94,1,1,0,0,94,94,VERY HIGH
10391,Penny Hensley,34,1,0,0,1,3,8,2023,1,1HGCM82633A039435,2,1198,586,2,0,865,92,5,0,0,0,92,102,VERY HIGH
10392,Ryan Vasquez,37,0,0,0,0,2,11,2023,2,1HGCM82633A041543,2,1049,353,0,0,0,81,3,0,0,0,81,91,VERY HIGH
10393,Crystal Krause,56,0,0,0,0,5,0,2023,2,1HGCM82633A361842,1,1172,350,0,0,0,81,2,0,0,0,81,81,VERY HIGH
10394,Hannah Myers,59,0,0,0,0,3,9,2020,1,1HGCM82633A086143,2,1108,625,1,0,1311,97,0,1,0,0,97,97,VERY HIGH
10395,Brady Donaldson,54,1,0,0,0,1,3,2021,1,1HGCM82633A685221,1,1032,357,3,0,3977,98,4,1,1,0,98,128,VERY HIGH
10396,Rebecca Blake,44,1,0,0,1,1,3,2019,2,1HGCM82633A743893,2,1374,668,2,0,841,99,2,1,0,0,99,99,VERY HIGH
10397,Corey Simmons,44,1,0,0,1,2,12,2022,1,1HGCM82633A127582,2,1350,306,2,0,2774,96,3,1,1,0,96,126,VERY HIGH
10398,Julia Tate,51,0,0,0,1,2,11,2020,0,1HGCM82633A947240,1,852,697,1,0,349,91,0,1,0,0,91,91,VERY HIGH
10399,Andrea Watkins,35,1,0,0,0,5,0,2022,0,1HGCM82633A163416,2,821,382,3,0,1315,67,3,0,0,0,67,77,HIGH B
10400,Tonya Hooper,68,0,0,0,0,3,7,2020,2,1HGCM82633A906685,0,906,587,0,0,0,99,0,1,0,0,99,99,VERY HIGH
10401,Reginald Martin,41,0,0,0,0,0,10,2023,2,1HGCM82633A118924,2,1028,464,2,0,1071,100,3,1,1,0,100,130,VERY HIGH
10402,Mr. Richard Velazquez,67,1,0,0,0,4,4,2023,1,1HGCM82633A252052,1,1188,330,1,0,4990,61,2,1,0,0,61,61,HIGH A
10403,Lisa Wright,52,1,0,0,0,4,14,2019,2,1HGCM82633A817897,0,820,595,3,0,3101,87,5,0,0,0,87,97,VERY HIGH
10404,Luis Clark,42,1,0,0,1,2,11,2021,2,1HGCM82633A648539,0,1473,316,0,0,0,97,4,0,1,0,97,127,VERY HIGH
10405,Debbie Patton,37,0,0,0,0,0,1,2019,0,1HGCM82633A172017,1,1318,441,0,0,0,85,2,1,0,0,85,85,VERY HIGH
10406,Diana Farmer,37,0,0,0,0,1,13,2019,0,1HGCM82633A705535,0,1162,606,0,0,0,94,3,0,0,0,94,104,VERY HIGH
10407,Vanessa Browning,36,0,0,0,1,2,12,2023,0,1HGCM82633A630698,2,1361,393,0,0,0,81,4,1,0,0,81,91,VERY HIGH
10408,Riley Johnson,70,0,0,0,1,0,1,2020,0,1HGCM82633A506212,2,1049,627,1,0,2537,76,0,1,0,0,76,76,HIGH B
10409,Kristie Maynard,59,0,0,0,1,5,0,2019,0,1HGCM82633A539136,0,1433,558,1,0,1819,68,3,1,1,0,68,98,VERY HIGH
10410,Melissa Mitchell,64,0,0,0,0,0,10,2023,0,1HGCM82633A746327,0,1219,630,1,0,4852,68,5,0,1,0,68,98,VERY HIGH
10411,Aaron Armstrong,58,1,0,0,0,0,1,2023,1,1HGCM82633A015033,2,851,696,3,0,4953,89,0,0,0,0,89,89,VERY HIGH
10412,Keith Brooks,45,1,0,0,0,0,10,2019,2,1HGCM82633A857980,2,1212,457,1,0,1845,61,3,1,0,0,61,71,HIGH B
10413,Daniel Hall,53,0,0,0,1,0,1,2023,1,1HGCM82633A109819,1,1481,346,0,0,0,98,0,0,0,0,98,98,VERY HIGH
10414,Regina Hamilton,34,1,0,0,0,0,10,2019,0,1HGCM82633A760985,0,1029,601,0,0,0,100,2,0,1,0,100,120,VERY HIGH
10415,Christine Bishop,26,0,0,0,1,0,1,2020,1,1HGCM82633A469807,1,1129,387,3,0,1558,85,0,1,1,0,85,105,VERY HIGH
10416,Tammy Baker,63,1,0,0,1,4,4,2019,2,1HGCM82633A415948,1,1063,426,0,0,0,62,4,1,1,0,62,92,VERY HIGH
10417,Jeremy Hendricks,63,1,0,0,0,1,3,2021,2,1HGCM82633A516501,1,1313,656,0,0,0,92,3,1,1,0,92,122,VERY HIGH
10418,Whitney Murphy,41,1,0,0,1,1,3,2023,1,1HGCM82633A183900,0,1114,470,2,0,2244,84,3,1,0,0,84,94,VERY HIGH
10419,Joel Black,51,1,0,0,0,5,0,2021,1,1HGCM82633A734844,2,1336,526,3,0,3359,73,4,0,1,0,73,103,VERY HIGH
10420,Jennifer Griffin,31,1,0,0,1,0,1,2019,0,1HGCM82633A450999,0,1495,656,1,0,4538,87,5,0,0,0,87,97,VERY HIGH
10421,Glenn Davis,30,0,0,0,1,5,0,2022,0,1HGCM82633A745493,1,1355,635,3,0,3039,99,3,1,0,0,99,109,VERY HIGH
10422,Walter Owens,65,1,0,0,1,1,13,2020,2,1HGCM82633A112804,0,1494,317,2,0,898,84,2,0,1,0,84,104,VERY HIGH
10423,Evelyn Brown,34,0,0,0,1,4,14,2020,0,1HGCM82633A524708,0,1182,536,3,0,930,81,2,1,1,0,81,101,VERY HIGH
10424,Tim Chang,27,1,0,0,1,0,1,2019,1,1HGCM82633A515079,0,1344,549,2,0,1476,79,4,1,0,0,79,89,VERY HIGH
10425,Luis Neal,38,1,0,0,1,1,13,2021,1,1HGCM82633A072353,0,1117,399,0,0,0,84,2,0,1,0,84,104,VERY HIGH
10426,Martin James,42,1,0,0,0,3,2,2020,0,1HGCM82633A905007,2,800,576,1,0,4817,99,2,1,0,0,99,99,VERY HIGH
10427,Christopher Garcia,62,0,0,0,0,5,0,2023,1,1HGCM82633A680412,2,1044,647,2,0,981,73,1,1,0,0,73,73,HIGH B
10428,Jay Guerrero,42,0,0,0,1,2,11,2020,1,1HGCM82633A415795,0,938,536,3,0,1338,92,1,0,1,0,92,112,VERY HIGH
10429,Anthony Meyer,42,1,0,0,1,5,0,2022,2,1HGCM82633A806508,0,1242,492,3,0,3349,73,4,1,1,0,73,103,VERY HIGH
10430,Ashley Sanchez,61,1,0,0,1,1,13,2022,2,1HGCM82633A852397,2,978,314,0,0,0,98,2,1,0,0,98,98,VERY HIGH
10431,Jessica Griffin,27,0,0,0,1,3,6,2022,0,1HGCM82633A054543,1,1216,677,2,0,1684,75,1,0,1,0,75,95,VERY HIGH
10432,Scott Miranda,45,0,0,0,0,1,13,2021,1,1HGCM82633A295920,2,918,369,2,0,4380,75,5,0,1,0,75,105,VERY HIGH
10433,Taylor Shah,61,0,0,0,0,0,10,2019,0,1HGCM82633A122826,0,939,640,2,0,2265,68,1,1,1,0,68,88,VERY HIGH
10434,Dwayne Osborne,46,1,0,0,0,1,13,2023,2,1HGCM82633A039055,0,1357,550,2,0,1426,85,3,0,0,0,85,95,VERY HIGH
10435,Kenneth Jennings,53,0,0,0,1,4,5,2023,2,1HGCM82633A163594,1,1224,618,2,0,2589,65,0,1,0,0,65,65,HIGH A
10436,Joseph Burke,56,1,0,0,0,2,12,2023,2,1HGCM82633A159989,1,932,313,1,0,1529,72,4,1,1,0,72,102,VERY HIGH
10437,Heather Mcdonald,47,0,0,0,1,0,10,2021,0,1HGCM82633A266515,1,1450,507,0,0,0,91,4,0,1,0,91,121,VERY HIGH
10438,Scott White,52,1,0,0,0,5,0,2020,2,1HGCM82633A155452,2,1175,423,0,0,0,65,4,1,1,0,65,95,VERY HIGH
10439,Daniel Moore,52,0,0,0,1,0,10,2019,0,1HGCM82633A969305,1,1138,511,2,0,460,65,0,1,1,0,65,85,VERY HIGH
10440,Jason Hull,61,1,0,0,0,0,10,2023,2,1HGCM82633A064936,0,1470,564,2,0,4528,73,1,1,1,0,73,93,VERY HIGH
10441,Lisa Powell,49,1,0,0,0,0,10,2021,2,1HGCM82633A796660,1,1100,625,3,0,2711,72,5,1,1,0,72,102,VERY HIGH
10442,Scott Flores,34,0,0,0,0,4,5,2023,0,1HGCM82633A972963,1,1118,599,0,0,0,88,5,0,0,0,88,98,VERY HIGH
10443,Dawn Finley,66,0,0,0,0,1,13,2022,2,1HGCM82633A575834,1,1360,467,1,0,360,61,2,0,0,0,61,61,HIGH A
10444,Katherine Taylor,39,1,0,0,1,1,13,2020,2,1HGCM82633A504963,0,1047,349,0,0,0,75,4,1,0,0,75,85,VERY HIGH
10445,Connie Flynn,66,1,0,0,0,4,5,2020,1,1HGCM82633A249832,1,1340,509,0,0,0,83,4,1,1,0,83,113,VERY HIGH
10446,Jeanette Summers,66,0,0,0,0,1,3,2019,0,1HGCM82633A757920,0,1101,452,0,0,0,70,0,0,1,0,70,90,VERY HIGH
10447,Jennifer Carey,43,1,0,0,1,5,0,2020,2,1HGCM82633A424746,2,1049,347,0,0,0,86,1,0,1,0,86,106,VERY HIGH
10448,Linda Norton,59,1,0,0,0,5,0,2019,1,1HGCM82633A327706,0,1011,468,0,0,0,65,4,0,0,0,65,75,HIGH B
10449,Eduardo Shields,41,0,0,0,1,3,9,2019,2,1HGCM82633A442234,1,1365,652,2,0,3404,98,2,0,1,0,98,118,VERY HIGH
10450,Daniel Ray,28,1,0,0,1,5,0,2019,2,1HGCM82633A012494,0,1015,428,1,0,980,100,4,1,0,0,100,110,VERY HIGH
10451,Douglas Duffy,57,0,0,0,1,0,10,2022,2,1HGCM82633A164598,2,1386,514,1,0,1669,60,5,1,1,0,60,90,VERY HIGH
10452,Sarah Yu,35,0,0,0,0,3,2,2022,1,1HGCM82633A005697,2,1147,409,1,0,2402,65,1,1,1,0,65,85,VERY HIGH
10453,Laurie Perez,28,1,0,0,0,1,13,2019,2,1HGCM82633A619485,0,921,375,3,0,2499,61,3,1,0,0,61,71,HIGH B
10454,Brittany Smith,63,1,0,0,0,4,5,2023,1,1HGCM82633A505589,1,1097,604,1,0,4182,98,3,0,0,0,98,108,VERY HIGH
10455,Tony Reeves,35,1,0,0,0,2,12,2019,2,1HGCM82633A983358,0,1104,411,0,0,0,76,2,0,1,0,76,96,VERY HIGH
10456,Andrew Lam,39,0,0,0,1,2,11,2022,0,1HGCM82633A536916,2,1356,514,0,0,0,86,3,1,0,0,86,96,VERY HIGH
10457,Brandon Villa,48,1,0,0,0,1,13,2019,2,1HGCM82633A243236,1,1165,402,1,0,2698,87,0,1,1,0,87,107,VERY HIGH
10458,Dalton Horne,52,0,0,0,1,2,11,2022,2,1HGCM82633A638195,0,1443,364,0,0,0,64,1,1,1,0,64,84,VERY HIGH
10459,Madison Cook,63,0,0,0,1,2,12,2022,0,1HGCM82633A837939,1,1494,557,3,0,3752,96,4,0,1,0,96,126,VERY HIGH
10460,Mary Baker,63,1,0,0,0,0,1,2023,2,1HGCM82633A101551,2,1352,507,2,0,1140,96,0,0,1,0,96,116,VERY HIGH
10461,Willie Allen,44,0,0,0,0,2,12,2023,1,1HGCM82633A911672,0,813,685,2,0,798,86,5,0,1,0,86,116,VERY HIGH
10462,David Williams,48,0,0,0,0,0,1,2019,0,1HGCM82633A077883,2,1315,658,3,0,903,86,2,1,1,0,86,106,VERY HIGH
10463,Claudia Cabrera,46,0,0,0,1,4,14,2021,0,1HGCM82633A241773,1,1150,675,2,0,2307,69,3,0,0,0,69,79,HIGH B
10464,Richard Lee,63,1,0,0,0,0,10,2020,1,1HGCM82633A293965,0,1082,324,0,0,0,75,2,0,0,0,75,75,HIGH B
10465,James Anderson,69,0,0,0,0,0,1,2022,0,1HGCM82633A871395,0,1141,346,0,0,0,76,3,0,1,0,76,106,VERY HIGH
10466,Krystal Smith,51,0,0,0,0,3,7,2020,1,1HGCM82633A363495,1,887,578,2,0,4274,70,5,0,1,0,70,100,VERY HIGH
10467,Andrew Pennington,40,0,0,0,1,0,10,2020,1,1HGCM82633A098000,0,900,449,3,0,3279,81,3,1,0,0,81,91,VERY HIGH
10468,Elizabeth Rivera,60,1,0,0,0,2,12,2023,1,1HGCM82633A861640,1,836,369,0,0,0,83,3,0,1,0,83,113,VERY HIGH
10469,Amanda Bailey,69,0,0,0,0,5,0,2023,1,1HGCM82633A190819,0,826,525,3,0,985,87,5,0,0,0,87,97,VERY HIGH
10470,Christy Carpenter,27,0,0,0,1,4,14,2020,2,1HGCM82633A112128,1,1257,344,2,0,3392,94,2,0,1,0,94,114,VERY HIGH
10471,Thomas Sloan,53,0,0,0,1,3,7,2019,0,1HGCM82633A308871,0,1234,525,0,0,0,97,3,1,0,0,97,107,VERY HIGH
10472,Beverly Vazquez,34,0,0,0,1,4,4,2021,0,1HGCM82633A713312,0,1292,500,1,0,793,83,1,0,0,0,83,83,VERY HIGH
10473,Katherine Scott,70,1,0,0,1,3,7,2021,1,1HGCM82633A808627,1,978,599,1,0,3217,90,5,1,1,0,90,120,VERY HIGH
10474,Brenda Mcdowell,65,0,0,0,0,0,10,2023,2,1HGCM82633A977965,1,1095,451,0,0,0,88,5,1,1,0,88,118,VERY HIGH
10475,Sheila Hall,55,1,0,0,0,3,7,2019,1,1HGCM82633A488354,1,946,452,0,0,0,66,0,0,1,0,66,86,VERY HIGH
10476,Jorge Nelson,44,1,0,0,1,0,10,2021,1,1HGCM82633A553144,1,1392,564,2,0,4729,90,3,1,0,0,90,100,VERY HIGH
10477,Jason Ferguson,67,0,0,0,1,4,5,2023,0,1HGCM82633A367348,0,1057,699,2,0,2269,66,2,1,0,0,66,66,HIGH A
10478,Austin Bean,37,1,0,0,1,1,13,2021,2,1HGCM82633A121844,2,1297,518,0,0,0,70,2,1,0,0,70,70,HIGH B
10479,James Johnson,63,0,0,0,0,3,7,2019,0,1HGCM82633A066566,0,850,553,0,0,0,79,1,0,1,0,79,99,VERY HIGH
10480,Tim Stanley,35,1,0,0,0,2,11,2020,0,1HGCM82633A901029,2,1432,616,3,0,4659,91,1,0,0,0,91,91,VERY HIGH
10481,Steven Hardy,36,1,0,0,1,1,13,2023,1,1HGCM82633A284731,1,1456,615,3,0,3417,78,1,0,1,0,78,98,VERY HIGH
10482,Cory Taylor,62,0,0,0,0,5,0,2019,0,1HGCM82633A074480,2,1500,603,3,0,4312,62,2,0,1,0,62,82,VERY HIGH
10483,Luis Townsend,55,0,0,0,0,3,7,2021,0,1HGCM82633A020865,1,1049,641,0,0,0,66,4,1,0,0,66,76,HIGH B
10484,Scott Johnson,44,0,0,0,1,3,2,2023,0,1HGCM82633A783460,0,932,641,1,0,689,87,1,0,0,0,87,87,VERY HIGH
10485,Tina Martin,38,1,0,0,1,1,13,2023,0,1HGCM82633A188183,2,1274,380,3,0,4942,83,1,1,0,0,83,83,VERY HIGH
10486,Sarah Charles,44,0,0,0,0,2,12,2022,1,1HGCM82633A543905,2,928,684,3,0,320,95,0,1,1,0,95,115,VERY HIGH
10487,Stephanie Eaton DVM,26,1,0,0,0,1,13,2020,2,1HGCM82633A921707,2,968,498,2,0,1692,64,3,1,0,0,64,74,HIGH B
10488,Tanner Johnson,70,1,0,0,1,1,3,2021,1,1HGCM82633A226349,0,1082,452,3,0,3065,75,1,1,1,0,75,95,VERY HIGH
10489,Amy Johnson,67,1,0,0,1,0,1,2020,0,1HGCM82633A547944,1,1480,474,0,0,0,78,1,0,0,0,78,78,HIGH B
10490,Wendy Petty,66,1,0,0,0,1,13,2021,1,1HGCM82633A781122,1,1033,570,1,0,1482,90,4,1,0,0,90,100,VERY HIGH
10491,Joshua Ramsey,63,1,0,0,1,4,5,2020,2,1HGCM82633A548081,2,1191,408,3,0,31,85,4,1,1,0,85,115,VERY HIGH
10492,Xavier Rodriguez,54,1,0,0,1,2,12,2022,0,1HGCM82633A671172,2,939,654,2,0,3738,80,5,1,0,0,80,90,VERY HIGH
10493,Jennifer Hoffman,37,1,0,0,0,2,11,2020,0,1HGCM82633A564421,1,1040,471,3,0,4547,85,4,1,0,0,85,95,VERY HIGH
10494,Kimberly Edwards,50,1,0,0,1,2,12,2022,0,1HGCM82633A380378,0,1001,416,2,0,4988,93,1,1,1,0,93,113,VERY HIGH
10495,Joshua Ball,63,0,0,0,1,4,5,2019,0,1HGCM82633A834085,0,1306,605,0,0,0,64,1,0,1,0,64,84,VERY HIGH
10496,Diane Anderson,42,1,0,0,1,1,3,2019,2,1HGCM82633A943740,1,1065,310,2,0,491,62,3,0,0,0,62,72,HIGH B
10497,Joshua Potts,55,0,0,0,0,4,4,2020,2,1HGCM82633A215634,2,1429,384,2,0,3592,89,1,1,1,0,89,109,VERY HIGH
10498,Hector Moore,36,1,0,0,0,4,5,2021,1,1HGCM82633A530664,1,1153,632,0,0,0,69,1,0,0,0,69,69,HIGH A
10499,Cory Espinoza,27,1,0,0,1,4,4,2019,1,1HGCM82633A999073,1,1167,597,0,0,0,100,5,0,1,0,100,130,VERY HIGH
10500,Christopher Lopez,45,0,0,0,1,2,11,2021,0,1HGCM82633A013666,2,1111,638,3,0,1611,63,0,0,1,0,63,83,VERY HIGH
10501,Brianna Roberts,35,0,0,0,1,2,12,2019,0,1HGCM82633A093476,2,1079,388,3,0,2491,99,5,0,0,0,99,109,VERY HIGH
10502,Rebekah Bailey,47,1,0,0,1,5,0,2023,2,1HGCM82633A753990,1,1415,414,1,0,2076,61,4,1,1,0,61,91,VERY HIGH
10503,Joel Lee,70,1,0,0,1,0,1,2022,1,1HGCM82633A101963,2,1187,464,2,0,3569,85,2,1,0,0,85,85,VERY HIGH
10504,Roberto Rhodes,42,1,0,0,1,2,12,2023,1,1HGCM82633A872208,2,885,431,1,0,1337,67,2,0,0,0,67,67,HIGH A
10505,Jason Humphrey,46,1,0,0,0,0,10,2019,2,1HGCM82633A219957,0,1196,640,1,0,2166,63,0,0,1,0,63,83,VERY HIGH
10506,John Pope,45,1,0,0,0,1,3,2020,1,1HGCM82633A244846,2,1486,547,2,0,1038,84,0,1,0,0,84,84,VERY HIGH
10507,Wayne Jones,52,1,0,0,0,5,0,2019,1,1HGCM82633A785791,2,935,519,0,0,0,67,1,1,0,0,67,67,HIGH A
10508,Christine Morse,37,1,0,0,1,3,2,2020,2,1HGCM82633A757275,2,1080,697,1,0,4098,72,2,1,0,0,72,72,HIGH B
10509,Keith Matthews,64,0,0,0,0,3,2,2021,0,1HGCM82633A841208,2,1113,639,1,0,1725,61,4,0,1,0,61,91,VERY HIGH
10510,Megan Kemp,64,1,0,0,1,5,0,2023,1,1HGCM82633A874206,2,1320,382,3,0,610,73,3,0,1,0,73,103,VERY HIGH
10511,Anthony Buck,63,0,0,0,1,4,4,2019,2,1HGCM82633A361067,1,1070,320,0,0,0,98,5,1,1,0,98,128,VERY HIGH
10512,Autumn Shepard,60,0,0,0,1,1,3,2019,0,1HGCM82633A790104,2,850,489,3,0,2128,82,4,0,0,0,82,92,VERY HIGH
10513,William Moore,46,1,0,0,0,5,0,2019,1,1HGCM82633A338007,1,1208,353,2,0,4788,69,3,0,1,0,69,99,VERY HIGH
10514,Matthew Brown,47,1,0,0,0,3,8,2022,0,1HGCM82633A900364,1,1026,430,3,0,1378,87,5,1,1,0,87,117,VERY HIGH
10515,Robert Garcia Jr.,36,0,0,0,0,2,11,2023,2,1HGCM82633A583899,1,1500,612,0,0,0,73,1,1,1,0,73,93,VERY HIGH
10516,Kristina Choi,49,0,0,0,1,1,3,2019,2,1HGCM82633A322511,1,947,381,2,0,1335,97,1,0,0,0,97,97,VERY HIGH
10517,Jay King,63,0,0,0,0,1,3,2021,0,1HGCM82633A156120,2,1333,610,3,0,4314,66,3,0,1,0,66,96,VERY HIGH
10518,Amanda Nelson,46,0,0,0,1,2,11,2019,0,1HGCM82633A953000,1,1295,526,1,0,1755,71,5,1,1,0,71,101,VERY HIGH
10519,Ronald Rodriguez,33,1,0,0,1,4,5,2023,1,1HGCM82633A144701,1,1449,392,0,0,0,99,4,0,1,0,99,129,VERY HIGH
10520,Dennis Winters,57,1,0,0,0,2,11,2022,0,1HGCM82633A912815,2,1057,544,0,0,0,94,3,0,1,0,94,124,VERY HIGH
10521,Richard Lowery,66,0,0,0,1,1,3,2023,0,1HGCM82633A164540,0,889,416,1,0,1768,77,5,0,0,0,77,87,VERY HIGH
10522,Daniel Jones MD,59,0,0,0,0,4,4,2019,0,1HGCM82633A122938,1,813,392,2,0,3294,90,0,1,1,0,90,110,VERY HIGH
10523,Michael Gill,63,1,0,0,1,4,14,2022,2,1HGCM82633A053799,1,1280,465,1,0,2045,82,2,1,1,0,82,102,VERY HIGH
10524,Kathy Mcintyre,49,0,0,0,1,5,0,2020,1,1HGCM82633A595599,0,1467,652,2,0,3138,72,0,0,0,0,72,72,HIGH B
10525,Jessica Blackwell,44,1,0,0,0,0,1,2019,2,1HGCM82633A156653,0,1327,469,2,0,2872,65,4,0,0,0,65,75,HIGH B
10526,Jacqueline Brooks,33,1,0,0,0,1,3,2019,2,1HGCM82633A843316,2,1075,374,2,0,4756,75,4,1,1,0,75,105,VERY HIGH
10527,Anthony Morton,59,0,0,0,1,5,0,2022,1,1HGCM82633A119890,2,919,569,0,0,0,88,2,1,1,0,88,108,VERY HIGH
10528,Christopher Murray,29,0,0,0,1,1,3,2022,0,1HGCM82633A445627,2,1439,300,1,0,3366,85,2,1,0,0,85,85,VERY HIGH
10529,John Ortiz,64,1,0,0,1,4,14,2021,2,1HGCM82633A551025,1,1468,664,2,0,2444,66,2,1,1,0,66,86,VERY HIGH
10530,Barbara Lowery,27,0,0,0,1,0,10,2020,0,1HGCM82633A901789,1,1052,612,0,0,0,73,3,0,0,0,73,83,VERY HIGH
10531,Jesse Jones,26,0,0,0,1,1,3,2020,2,1HGCM82633A339355,1,1103,399,2,0,2822,100,4,0,1,0,100,130,VERY HIGH
10532,Douglas Gregory,63,0,0,0,0,2,12,2019,2,1HGCM82633A905261,0,1302,636,2,0,4159,74,4,1,1,0,74,104,VERY HIGH
10533,Tami Woodard,70,0,0,0,0,3,8,2020,2,1HGCM82633A778505,1,1124,365,0,0,0,96,5,0,0,0,96,106,VERY HIGH
10534,John Zimmerman,49,0,0,0,0,0,10,2021,2,1HGCM82633A801616,1,1199,613,3,0,4278,64,3,0,1,0,64,94,VERY HIGH
10535,Laura Rocha,40,1,0,0,1,0,10,2023,2,1HGCM82633A608093,1,1195,651,2,0,2867,98,1,0,1,0,98,118,VERY HIGH
10536,Julia Thompson,61,0,0,0,0,1,13,2021,0,1HGCM82633A080877,1,943,428,0,0,0,70,2,0,0,0,70,70,HIGH B
10537,Ryan Walton,60,1,0,0,1,5,0,2021,0,1HGCM82633A599812,2,1405,479,0,0,0,100,2,0,0,0,100,100,VERY HIGH
10538,Marissa Douglas,66,1,0,0,0,1,3,2019,1,1HGCM82633A774630,2,1391,447,1,0,1033,95,0,0,0,0,95,95,VERY HIGH
